,Provincia,Edad Aprox.,Motivo Desaparción,Situación Actual,Sexo
380,1,11,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
381,3,31,FALLECIDO,FALLECIDO,HOMBRE
382,6,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
383,4,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
384,11,57,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
385,11,17,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
386,10,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
387,4,41,FALLECIDO,FALLECIDO,HOMBRE
388,8,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
389,4,13,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
390,10,23,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
391,10,5,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
392,15,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
393,2,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
394,4,58,FALLECIDO,FALLECIDO,HOMBRE
395,4,37,FALLECIDO,FALLECIDO,HOMBRE
396,19,19,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
397,13,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
398,4,36,FALLECIDO,FALLECIDO,HOMBRE
399,4,12,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
400,4,40,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
401,4,16,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
402,7,19,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
403,5,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
404,7,20,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
405,3,26,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
406,19,11,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
407,3,26,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
408,1,15,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
409,20,15,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
410,5,17,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
411,21,26,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,HOMBRE
412,17,1,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
413,1,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
414,12,32,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
415,19,17,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
416,1,14,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
417,5,55,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
418,4,4,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
419,2,13,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
420,11,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
421,1,5,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
422,23,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
423,20,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
424,10,18,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
425,1,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
426,2,1,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
427,11,34,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
428,4,26,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
429,19,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
430,20,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
431,19,6,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
432,8,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
433,2,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
434,1,23,EXTRAVIADA,ENCONTRADO,HOMBRE
435,20,19,FALLECIDO,FALLECIDO,MUJER
436,10,24,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
437,10,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
438,8,17,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
439,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
440,2,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
441,2,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
442,13,12,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
443,2,16,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
444,4,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
445,4,15,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
446,1,73,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
447,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
448,4,7,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
449,1,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
450,5,68,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,HOMBRE
451,8,27,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
452,11,49,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
453,4,12,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
454,13,30,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,HOMBRE
455,8,24,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
456,8,22,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
457,1,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
458,1,18,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
459,17,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
460,1,7,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
461,1,48,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
462,4,42,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
463,13,38,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
464,8,17,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
465,1,23,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
466,8,69,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
467,1,19,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
468,1,40,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
469,4,35,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
470,9,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
471,20,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
472,4,25,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
473,4,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
474,12,14,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
475,20,17,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
476,15,33,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
477,1,27,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
478,1,49,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
479,4,32,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
480,4,28,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
481,1,69,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
482,6,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
483,1,16,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
484,15,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
485,1,36,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
486,1,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
487,1,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
488,1,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
489,13,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
490,19,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
491,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
492,4,16,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
493,1,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
494,8,15,FALLECIDO,FALLECIDO,HOMBRE
495,1,33,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
496,1,60,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
497,3,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
498,1,23,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
499,1,25,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
500,4,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
501,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
502,13,7,EXTRAVIADA,ENCONTRADO,MUJER
503,5,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
504,19,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
505,1,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
506,1,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
507,6,78,EXTRAVIADA,ENCONTRADO,HOMBRE
508,17,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
509,13,12,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
510,10,36,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
511,1,14,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
512,1,28,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
513,7,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
514,19,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
515,1,17,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
516,1,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
517,10,48,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
518,12,11,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
519,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
520,12,46,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
521,1,94,EXTRAVIADA,ENCONTRADO,HOMBRE
522,1,38,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
523,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
524,4,15,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
525,1,49,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,HOMBRE
526,9,56,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
527,1,24,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
528,5,16,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
529,1,20,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
530,5,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
531,5,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
532,4,12,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
533,5,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
534,8,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
535,4,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
536,1,22,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,HOMBRE
537,4,15,PERDIDO,ENCONTRADO,HOMBRE
538,13,15,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
539,1,18,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
540,6,45,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
541,13,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
542,4,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
543,1,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
544,1,74,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,HOMBRE
545,3,28,PROBLEMA ECÓNOMICOS,ENCONTRADO,HOMBRE
546,3,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
547,1,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
548,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
549,2,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
550,1,55,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
551,5,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
552,5,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
553,6,7,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
554,12,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
555,12,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
556,7,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
557,7,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
558,4,28,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
559,4,20,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
560,7,26,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
561,2,19,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
562,14,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
563,14,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
564,2,12,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
565,19,14,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
566,6,59,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,HOMBRE
567,4,12,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
568,4,25,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
569,1,3,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
570,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
571,22,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
572,23,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
573,4,27,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
574,1,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
575,4,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
576,4,11,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
577,11,18,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
578,13,13,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,HOMBRE
579,13,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
580,1,20,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
581,1,51,EXTRAVIADA,ENCONTRADO,HOMBRE
582,7,6,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
583,7,2,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
584,4,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
585,1,36,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
586,4,16,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
587,11,36,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,HOMBRE
588,4,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
589,5,18,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
590,11,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
591,13,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
592,1,19,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
593,4,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
594,10,15,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
595,5,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
596,18,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
597,8,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
598,1,27,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
599,1,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
600,7,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
601,7,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
602,6,67,EXTRAVIADA,ENCONTRADO,HOMBRE
603,8,11,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
604,3,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
605,1,14,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
606,4,20,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
607,1,25,FALLECIDO,FALLECIDO,HOMBRE
608,4,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
609,3,29,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
610,1,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
611,13,26,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
612,1,30,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
613,1,31,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
614,1,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
615,1,28,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
616,4,24,FALLECIDO,FALLECIDO,HOMBRE
617,4,45,EXTRAVIADA,ENCONTRADO,HOMBRE
618,4,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
619,21,26,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
620,7,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
621,1,18,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
622,4,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
623,4,19,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
624,2,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
625,13,18,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
626,2,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
627,8,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
628,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
629,4,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
630,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
631,12,11,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
632,1,18,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
633,1,25,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
634,3,29,FALLECIDO,FALLECIDO,HOMBRE
635,8,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
636,7,3,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
637,1,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
638,8,18,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
639,8,55,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
640,20,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
641,12,25,FALLECIDO,FALLECIDO,HOMBRE
642,1,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
643,4,17,FALLECIDO,FALLECIDO,HOMBRE
644,13,6,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
645,4,15,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
646,1,21,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
647,1,24,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
648,5,27,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
649,5,5,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
650,5,7,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
651,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
652,4,21,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
653,1,21,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
654,13,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
655,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
656,4,44,FALLECIDO,FALLECIDO,HOMBRE
657,3,17,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
658,1,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
659,5,23,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
660,4,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
661,19,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
662,20,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
663,17,61,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
664,1,10,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
665,4,14,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
666,2,76,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
667,4,22,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
668,1,74,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
669,5,18,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
670,20,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
671,3,14,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
672,20,48,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
673,20,57,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
674,8,32,FALLECIDO,FALLECIDO,HOMBRE
675,5,27,FALLECIDO,FALLECIDO,HOMBRE
676,1,17,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
677,4,14,EXTRAVIADA,ENCONTRADO,MUJER
678,4,52,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
679,7,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
680,12,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
681,22,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
682,15,16,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
683,12,59,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,HOMBRE
684,5,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
685,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
686,4,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
687,4,54,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
688,4,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
689,13,23,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
690,4,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
691,4,30,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
692,13,12,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
693,20,63,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,HOMBRE
694,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
695,20,13,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
696,1,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
697,17,34,FALLECIDO,FALLECIDO,HOMBRE
698,2,23,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
699,1,15,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
700,14,35,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
701,4,28,FALLECIDO,FALLECIDO,HOMBRE
702,4,20,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
703,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
704,6,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
705,4,58,EXTRAVIADA,ENCONTRADO,HOMBRE
706,22,17,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
707,4,51,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,HOMBRE
708,1,10,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
709,6,17,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
710,22,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
711,7,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
712,1,28,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
713,1,36,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
714,1,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
715,17,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
716,7,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
717,13,38,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
718,11,59,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
719,1,62,FALLECIDO,FALLECIDO,HOMBRE
720,20,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
721,7,17,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
722,8,13,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
723,7,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
724,1,12,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
725,2,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
726,20,33,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
727,20,25,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
728,20,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
729,6,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
730,21,5,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
731,19,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
732,1,51,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
733,1,44,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
734,21,7,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
735,7,22,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
736,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
737,5,51,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
738,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
739,1,20,FISCALÍA,ENCONTRADO,HOMBRE
740,1,30,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
741,4,35,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
742,11,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
743,17,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
744,1,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
745,7,41,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
746,4,77,EXTRAVIADA,ENCONTRADO,HOMBRE
747,22,45,PROBLEMAS FAMILIARES,DESAPARECIDO,HOMBRE
748,7,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
749,1,16,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
750,4,47,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
751,8,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
752,8,61,FALLECIDO,FALLECIDO,HOMBRE
753,4,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
754,10,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
755,2,14,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
756,2,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
757,2,25,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
758,3,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
759,1,14,PROBLEMAS FAMILIARES,ENCONTRADO,HOMBRE
760,1,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
761,4,23,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
762,12,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
