,Provincia,Edad Aprox.,Sexo
1168,8,37,MUJER
1169,8,16,MUJER
1170,5,17,MUJER
1171,5,17,MUJER
1172,2,53,HOMBRE
1173,4,60,HOMBRE
1174,1,63,HOMBRE
1175,4,68,HOMBRE
1176,4,35,HOMBRE
1177,7,8,MUJER
1178,5,16,MUJER
1179,13,41,HOMBRE
1180,23,13,MUJER
1181,17,3,MUJER
1182,14,25,HOMBRE
1183,2,51,HOMBRE
1184,2,26,HOMBRE
1185,1,16,MUJER
1186,1,14,MUJER
1187,4,19,MUJER
1188,13,14,MUJER
1189,5,39,MUJER
1190,1,15,MUJER
1191,3,33,HOMBRE
1192,4,16,MUJER
1193,8,16,MUJER
1194,6,15,MUJER
1195,7,33,HOMBRE
1196,17,15,MUJER
1197,3,13,MUJER
1198,4,51,HOMBRE
1199,11,15,MUJER
1200,6,21,MUJER
1201,4,13,MUJER
1202,4,36,MUJER
1203,4,14,MUJER
1204,1,15,MUJER
1205,5,15,MUJER
1206,14,17,MUJER
1207,3,17,MUJER
1208,4,15,MUJER
1209,13,16,HOMBRE
1210,22,78,HOMBRE
1211,21,16,MUJER
1212,11,18,MUJER
1213,20,15,MUJER
1214,20,17,MUJER
1215,13,16,MUJER
1216,1,16,HOMBRE
1217,6,49,HOMBRE
1218,7,24,HOMBRE
1219,7,45,HOMBRE
1220,7,22,HOMBRE
1221,13,14,MUJER
1222,4,43,HOMBRE
1223,10,13,MUJER
1224,2,36,MUJER
1225,2,34,HOMBRE
1226,11,15,MUJER
1227,8,13,HOMBRE
1228,17,34,MUJER
1229,7,15,MUJER
1230,17,36,HOMBRE
1231,1,13,MUJER
1232,17,48,HOMBRE
1233,1,14,MUJER
1234,19,7,MUJER
1235,8,19,MUJER
1236,23,15,MUJER
1237,1,45,HOMBRE
1238,1,38,HOMBRE
1239,1,44,HOMBRE
1240,4,15,HOMBRE
1241,2,15,MUJER
1242,2,16,MUJER
1243,11,14,MUJER
1244,10,16,MUJER
1245,4,16,HOMBRE
1246,4,33,HOMBRE
1247,19,20,HOMBRE
1248,1,17,MUJER
1249,9,40,HOMBRE
1250,4,27,HOMBRE
1251,1,13,MUJER
1252,1,19,MUJER
1253,1,10,HOMBRE
1254,1,8,MUJER
1255,1,15,HOMBRE
1256,1,33,MUJER
1257,6,14,MUJER
1258,2,12,HOMBRE
1259,6,30,MUJER
1260,9,28,HOMBRE
1261,10,41,HOMBRE
1262,4,11,MUJER
1263,4,45,MUJER
1264,4,24,HOMBRE
1265,19,17,MUJER
1266,10,16,MUJER
1267,4,65,HOMBRE
1268,4,14,MUJER
1269,6,19,MUJER
1270,1,16,MUJER
1271,1,12,MUJER
1272,5,82,HOMBRE
1273,17,17,MUJER
1274,6,15,MUJER
1275,15,25,HOMBRE
1276,15,21,HOMBRE
1277,2,53,MUJER
1278,4,16,MUJER
1279,4,15,MUJER
1280,4,54,HOMBRE
1281,1,14,MUJER
1282,1,69,HOMBRE
1283,5,19,HOMBRE
1284,11,25,MUJER
1285,15,18,MUJER
1286,17,43,MUJER
1287,11,16,MUJER
1288,4,14,MUJER
1289,5,15,MUJER
1290,19,5,HOMBRE
1291,13,64,MUJER
1292,13,67,HOMBRE
1293,13,23,HOMBRE
1294,6,14,MUJER
1295,4,10,MUJER
1296,17,4,MUJER
1297,22,1,MUJER
1298,2,59,HOMBRE
1299,4,13,MUJER
1300,4,13,MUJER
1301,4,15,MUJER
1302,7,22,HOMBRE
1303,11,13,MUJER
1304,10,25,MUJER
1305,3,17,MUJER
1306,4,13,MUJER
1307,13,17,MUJER
1308,6,13,MUJER
1309,13,15,MUJER
1310,13,13,MUJER
1311,1,65,HOMBRE
1312,2,48,HOMBRE
1313,11,23,HOMBRE
1314,1,14,MUJER
1315,20,16,HOMBRE
1316,4,14,MUJER
1317,7,16,MUJER
1318,11,32,HOMBRE
1319,4,5,MUJER
1320,4,19,MUJER
1321,13,24,HOMBRE
1322,18,52,HOMBRE
1323,4,17,MUJER
1324,17,13,MUJER
1325,7,13,MUJER
1326,1,16,MUJER
1327,13,59,HOMBRE
1328,10,14,MUJER
1329,4,17,MUJER
1330,10,15,MUJER
1331,18,16,MUJER
1332,4,38,HOMBRE
1333,4,67,HOMBRE
1334,4,24,MUJER
1335,7,12,MUJER
1336,4,60,HOMBRE
1337,1,16,MUJER
1338,17,10,HOMBRE
1339,7,17,MUJER
1340,8,14,HOMBRE
1341,11,16,MUJER
1342,7,15,MUJER
1343,13,17,MUJER
1344,8,47,MUJER
1345,2,14,MUJER
1346,1,66,HOMBRE
1347,1,17,MUJER
1348,1,17,HOMBRE
1349,1,28,HOMBRE
1350,4,31,HOMBRE
1351,1,18,HOMBRE
1352,6,39,HOMBRE
1353,6,26,MUJER
1354,4,20,HOMBRE
1355,4,17,MUJER
1356,17,20,MUJER
1357,4,22,HOMBRE
1358,18,16,HOMBRE
1359,4,32,HOMBRE
1360,20,32,MUJER
1361,1,6,MUJER
1362,4,38,HOMBRE
1363,17,17,HOMBRE
1364,1,18,HOMBRE
1365,7,19,MUJER
1366,4,14,MUJER
1367,5,13,MUJER
1368,19,28,MUJER
1369,13,55,MUJER
1370,8,16,HOMBRE
1371,10,15,MUJER
1372,3,17,HOMBRE
1373,11,15,MUJER
1374,13,15,MUJER
1375,10,72,HOMBRE
1376,1,17,HOMBRE
1377,4,32,MUJER
1378,13,13,MUJER
1379,5,73,MUJER
1380,1,15,MUJER
1381,4,44,HOMBRE
1382,5,16,MUJER
1383,19,31,HOMBRE
1384,1,45,HOMBRE
1385,4,16,MUJER
1386,4,18,HOMBRE
1387,19,19,MUJER
1388,4,79,MUJER
1389,4,16,HOMBRE
1390,4,12,HOMBRE
1391,4,22,MUJER
1392,3,15,MUJER
1393,4,24,MUJER
1394,17,44,HOMBRE
1395,2,37,MUJER
1396,4,42,MUJER
1397,21,11,MUJER
1398,13,20,HOMBRE
1399,1,15,MUJER
1400,1,16,MUJER
1401,1,53,HOMBRE
1402,4,23,HOMBRE
1403,4,10,MUJER
1404,20,10,HOMBRE
1405,5,17,MUJER
1406,5,3,HOMBRE
1407,1,45,HOMBRE
1408,4,13,MUJER
1409,7,13,HOMBRE
1410,1,38,HOMBRE
1411,1,15,MUJER
1412,13,16,HOMBRE
1413,13,17,MUJER
1414,4,21,HOMBRE
1415,21,17,MUJER
1416,8,46,HOMBRE
1417,1,17,MUJER
1418,4,23,HOMBRE
1419,1,14,MUJER
1420,11,14,MUJER
1421,19,14,HOMBRE
1422,1,41,HOMBRE
1423,15,14,MUJER
1424,4,18,MUJER
1425,1,17,MUJER
1426,15,15,MUJER
1427,4,55,HOMBRE
1428,1,11,MUJER
1429,6,30,HOMBRE
1430,18,14,MUJER
1431,5,50,HOMBRE
1432,1,10,HOMBRE
1433,1,15,MUJER
1434,1,16,MUJER
1435,1,14,HOMBRE
1436,1,26,MUJER
1437,21,10,MUJER
1438,4,19,MUJER
1439,1,21,MUJER
1440,3,47,MUJER
1441,3,17,MUJER
1442,10,17,MUJER
1443,1,77,HOMBRE
1444,4,25,MUJER
1445,3,14,MUJER
1446,4,73,MUJER
1447,5,13,MUJER
1448,21,17,MUJER
1449,4,13,MUJER
1450,1,66,HOMBRE
1451,1,10,MUJER
1452,4,23,HOMBRE
1453,19,3,HOMBRE
1454,1,13,MUJER
1455,4,25,MUJER
1456,1,14,MUJER
1457,4,50,HOMBRE
1458,21,9,HOMBRE
1459,4,13,MUJER
1460,1,8,HOMBRE
1461,6,54,HOMBRE
1462,10,17,MUJER
1463,4,79,HOMBRE
1464,13,24,MUJER
1465,10,24,MUJER
1466,5,30,MUJER
1467,20,16,HOMBRE
1468,18,15,MUJER
1469,4,37,HOMBRE
1470,1,16,MUJER
1471,4,16,MUJER
1472,4,31,HOMBRE
1473,4,32,HOMBRE
1474,3,17,MUJER
1475,18,16,MUJER
1476,17,17,MUJER
1477,11,14,MUJER
1478,10,20,MUJER
1479,4,32,MUJER
1480,1,16,MUJER
1481,4,14,MUJER
1482,4,16,MUJER
1483,10,16,MUJER
1484,4,26,HOMBRE
1485,4,14,MUJER
1486,11,17,MUJER
1487,4,27,HOMBRE
1488,4,38,HOMBRE
1489,10,32,HOMBRE
1490,13,34,HOMBRE
1491,5,19,MUJER
1492,10,24,MUJER
1493,2,21,HOMBRE
1494,8,26,HOMBRE
1495,11,13,MUJER
1496,13,15,MUJER
1497,2,29,MUJER
1498,13,31,MUJER
1499,2,44,HOMBRE
1500,1,14,MUJER
1501,3,21,HOMBRE
1502,4,12,MUJER
1503,12,13,MUJER
1504,4,57,HOMBRE
1505,4,47,MUJER
1506,4,23,HOMBRE
1507,4,33,HOMBRE
1508,1,13,HOMBRE
1509,1,6,HOMBRE
1510,1,29,MUJER
1511,1,14,MUJER
1512,4,13,MUJER
1513,1,13,MUJER
1514,1,15,MUJER
1515,4,75,HOMBRE
1516,4,50,HOMBRE
1517,4,14,MUJER
1518,8,23,HOMBRE
1519,4,63,HOMBRE
1520,4,22,MUJER
1521,4,12,MUJER
1522,3,23,HOMBRE
1523,10,21,HOMBRE
1524,1,12,MUJER
1525,4,30,HOMBRE
1526,1,13,MUJER
1527,4,31,MUJER
1528,3,11,HOMBRE
1529,1,15,MUJER
1530,1,14,MUJER
1531,16,46,MUJER
1532,4,15,MUJER
1533,11,18,MUJER
1534,1,24,MUJER
1535,8,53,HOMBRE
1536,5,4,MUJER
1537,1,52,MUJER
1538,5,14,MUJER
1539,4,56,HOMBRE
1540,1,13,MUJER
1541,4,24,HOMBRE
1542,1,1,MUJER
1543,1,16,MUJER
1544,10,18,MUJER
1545,1,16,MUJER
1546,1,14,HOMBRE
1547,2,14,HOMBRE
1548,4,15,MUJER
1549,20,75,HOMBRE
1550,4,72,HOMBRE
1551,1,43,HOMBRE
1552,4,14,MUJER
1553,4,17,MUJER
1554,1,15,MUJER
1555,12,15,MUJER
1556,4,30,HOMBRE
1557,1,19,MUJER
1558,8,23,MUJER
1559,1,27,HOMBRE
1560,13,13,MUJER
1561,1,50,HOMBRE
1562,1,35,MUJER
1563,1,35,HOMBRE
1564,5,46,HOMBRE
1565,10,16,MUJER
1566,4,43,HOMBRE
1567,4,31,HOMBRE
1568,4,24,HOMBRE
1569,13,15,MUJER
1570,1,15,MUJER
1571,18,12,MUJER
1572,19,31,HOMBRE
1573,21,31,HOMBRE
1574,1,26,MUJER
1575,18,14,MUJER
1576,4,46,HOMBRE
1577,7,13,MUJER
1578,18,14,HOMBRE
1579,3,15,MUJER
1580,1,54,HOMBRE
1581,22,15,MUJER
1582,1,33,HOMBRE
1583,8,14,MUJER
1584,4,13,MUJER
1585,8,23,HOMBRE
1586,4,18,HOMBRE
1587,4,26,HOMBRE
1588,4,40,HOMBRE
1589,1,18,MUJER
1590,1,17,HOMBRE
1591,4,25,MUJER
1592,1,32,HOMBRE
1593,8,19,MUJER
1594,1,41,MUJER
1595,1,21,HOMBRE
1596,1,24,HOMBRE
1597,1,12,HOMBRE
1598,10,14,MUJER
1599,1,15,MUJER
1600,12,56,MUJER
1601,2,19,MUJER
1602,4,15,MUJER
1603,19,17,MUJER
1604,1,16,MUJER
1605,1,89,HOMBRE
1606,10,15,HOMBRE
1607,4,40,MUJER
1608,18,43,MUJER
1609,1,9,MUJER
1610,19,15,MUJER
1611,8,26,HOMBRE
1612,19,12,MUJER
1613,4,15,MUJER
1614,22,9,MUJER
1615,19,15,MUJER
1616,6,20,MUJER
1617,19,14,MUJER
1618,17,14,HOMBRE
1619,4,13,MUJER
1620,13,16,MUJER
1621,1,51,HOMBRE
1622,4,14,MUJER
1623,4,77,HOMBRE
1624,1,20,HOMBRE
1625,10,25,HOMBRE
1626,2,15,HOMBRE
1627,1,58,HOMBRE
1628,1,17,MUJER
1629,18,14,MUJER
1630,15,5,MUJER
1631,4,33,HOMBRE
1632,19,16,MUJER
1633,11,51,HOMBRE
1634,4,30,HOMBRE
1635,9,20,HOMBRE
1636,2,21,HOMBRE
1637,4,17,MUJER
1638,13,41,HOMBRE
1639,4,17,HOMBRE
1640,4,44,HOMBRE
1641,1,6,MUJER
1642,1,23,MUJER
1643,4,13,MUJER
1644,4,38,MUJER
1645,1,13,MUJER
1646,4,12,MUJER
1647,8,14,MUJER
1648,1,15,MUJER
1649,9,15,HOMBRE
1650,8,49,MUJER
1651,13,16,MUJER
1652,1,57,HOMBRE
1653,4,20,MUJER
1654,1,14,HOMBRE
1655,4,28,MUJER
1656,5,15,MUJER
1657,1,87,HOMBRE
1658,2,3,MUJER
1659,4,37,HOMBRE
1660,8,18,HOMBRE
1661,4,40,HOMBRE
1662,12,12,MUJER
1663,4,20,HOMBRE
1664,4,24,HOMBRE
1665,1,30,HOMBRE
1666,17,16,HOMBRE
1667,5,29,MUJER
1668,2,17,HOMBRE
1669,4,46,MUJER
1670,5,16,MUJER
1671,4,71,HOMBRE
1672,1,16,HOMBRE
1673,1,28,MUJER
1674,1,32,HOMBRE
1675,5,17,MUJER
1676,5,15,MUJER
1677,4,31,HOMBRE
1678,4,13,HOMBRE
1679,17,8,MUJER
1680,17,7,HOMBRE
1681,13,16,HOMBRE
1682,4,18,HOMBRE
1683,5,16,MUJER
1684,11,16,MUJER
1685,4,66,HOMBRE
1686,6,25,HOMBRE
1687,6,15,MUJER
1688,1,21,HOMBRE
1689,1,24,HOMBRE
1690,4,26,HOMBRE
1691,1,15,MUJER
1692,13,13,MUJER
1693,4,13,MUJER
1694,1,22,HOMBRE
1695,1,42,HOMBRE
1696,1,31,MUJER
1697,6,14,MUJER
1698,1,75,MUJER
1699,10,14,MUJER
1700,1,16,MUJER
1701,4,26,MUJER
1702,1,33,MUJER
1703,1,3,HOMBRE
1704,17,16,MUJER
1705,2,6,HOMBRE
1706,2,29,HOMBRE
1707,12,11,MUJER
1708,2,39,HOMBRE
1709,5,26,MUJER
1710,4,18,HOMBRE
1711,19,16,MUJER
1712,16,16,MUJER
1713,2,16,MUJER
1714,2,40,MUJER
1715,2,4,HOMBRE
1716,20,21,HOMBRE
1717,4,15,MUJER
1718,9,17,HOMBRE
1719,7,28,MUJER
1720,1,31,MUJER
1721,1,16,MUJER
1722,4,46,HOMBRE
1723,15,19,MUJER
1724,1,26,MUJER
1725,25,41,HOMBRE
1726,1,22,HOMBRE
1727,12,16,HOMBRE
1728,4,21,HOMBRE
1729,1,15,MUJER
1730,22,14,MUJER
1731,15,13,MUJER
1732,12,16,MUJER
1733,1,19,MUJER
1734,22,14,HOMBRE
1735,4,13,HOMBRE
1736,1,35,MUJER
1737,22,19,MUJER
1738,7,16,MUJER
1739,1,14,MUJER
1740,1,33,HOMBRE
1741,1,19,HOMBRE
1742,4,41,HOMBRE
1743,1,23,HOMBRE
1744,1,16,MUJER
1745,1,29,HOMBRE
1746,21,17,MUJER
1747,13,33,MUJER
1748,13,4,MUJER
1749,4,15,MUJER
1750,19,12,MUJER
1751,4,13,MUJER
1752,2,20,MUJER
1753,1,48,HOMBRE
1754,1,15,MUJER
1755,4,26,MUJER
1756,2,13,MUJER
1757,4,5,HOMBRE
1758,11,46,HOMBRE
1759,11,2,HOMBRE
1760,11,19,MUJER
1761,12,18,MUJER
1762,17,16,MUJER
1763,2,16,MUJER
1764,13,22,HOMBRE
1765,17,16,MUJER
1766,11,42,HOMBRE
1767,5,15,MUJER
1768,1,33,HOMBRE
1769,2,47,HOMBRE
1770,3,18,HOMBRE
1771,3,34,HOMBRE
1772,3,17,HOMBRE
1773,18,14,MUJER
1774,18,18,MUJER
1775,3,13,MUJER
1776,2,17,HOMBRE
1777,4,14,MUJER
1778,3,33,MUJER
1779,11,20,MUJER
1780,21,15,MUJER
1781,1,16,MUJER
1782,1,16,HOMBRE
1783,1,29,HOMBRE
1784,4,23,HOMBRE
1785,4,47,MUJER
1786,12,18,MUJER
1787,1,16,MUJER
1788,8,45,HOMBRE
1789,4,12,HOMBRE
1790,17,10,HOMBRE
1791,6,13,MUJER
1792,10,67,HOMBRE
1793,10,16,MUJER
1794,10,13,MUJER
1795,7,25,HOMBRE
1796,19,17,MUJER
1797,10,14,MUJER
1798,4,18,MUJER
1799,18,22,MUJER
1800,18,15,MUJER
1801,16,16,MUJER
1802,4,16,MUJER
1803,4,16,MUJER
1804,1,15,MUJER
1805,13,31,HOMBRE
1806,4,14,MUJER
1807,4,25,MUJER
1808,3,20,MUJER
1809,4,33,HOMBRE
1810,4,23,MUJER
1811,10,39,HOMBRE
1812,10,15,MUJER
1813,16,23,MUJER
1814,1,19,MUJER
1815,18,22,MUJER
1816,1,18,MUJER
1817,5,28,MUJER
1818,14,26,MUJER
1819,2,20,HOMBRE
1820,6,27,HOMBRE
1821,4,15,HOMBRE
1822,4,12,HOMBRE
1823,1,17,HOMBRE
1824,15,40,HOMBRE
1825,17,15,MUJER
1826,5,6,MUJER
1827,16,15,MUJER
1828,6,22,HOMBRE
1829,11,16,MUJER
1830,21,22,HOMBRE
1831,6,13,MUJER
1832,12,15,MUJER
1833,3,15,MUJER
1834,1,15,HOMBRE
1835,23,13,MUJER
1836,4,26,HOMBRE
1837,3,17,MUJER
1838,8,41,HOMBRE
1839,20,65,MUJER
1840,7,5,HOMBRE
1841,19,11,MUJER
1842,1,15,MUJER
1843,19,17,MUJER
1844,1,13,HOMBRE
1845,1,14,MUJER
1846,4,37,HOMBRE
1847,23,17,HOMBRE
1848,1,16,MUJER
1849,1,25,HOMBRE
1850,1,13,MUJER
1851,4,14,MUJER
1852,14,14,MUJER
1853,4,69,HOMBRE
1854,17,15,MUJER
1855,10,14,MUJER
1856,19,35,MUJER
1857,1,14,MUJER
1858,4,17,MUJER
1859,4,17,MUJER
1860,4,14,MUJER
1861,4,23,HOMBRE
1862,4,26,MUJER
1863,20,77,HOMBRE
1864,4,13,HOMBRE
1865,1,17,MUJER
1866,10,14,MUJER
1867,1,13,MUJER
1868,11,15,MUJER
1869,3,13,MUJER
1870,1,22,MUJER
1871,7,16,MUJER
1872,3,16,MUJER
1873,5,17,MUJER
1874,13,17,HOMBRE
1875,7,7,MUJER
1876,5,16,HOMBRE
1877,10,14,MUJER
1878,17,78,HOMBRE
1879,1,12,MUJER
1880,8,15,MUJER
1881,2,15,MUJER
1882,4,14,MUJER
1883,1,14,MUJER
1884,4,13,MUJER
1885,1,15,MUJER
1886,1,14,MUJER
1887,2,14,MUJER
1888,8,15,MUJER
1889,5,22,HOMBRE
1890,4,32,HOMBRE
1891,1,38,HOMBRE
1892,5,18,HOMBRE
1893,1,20,MUJER
1894,1,21,HOMBRE
1895,5,15,MUJER
1896,1,14,MUJER
1897,11,15,MUJER
1898,8,43,HOMBRE
1899,10,23,MUJER
1900,1,17,MUJER
1901,19,12,MUJER
1902,4,37,HOMBRE
1903,4,27,HOMBRE
1904,10,17,HOMBRE
1905,1,15,MUJER
1906,4,38,HOMBRE
1907,4,24,HOMBRE
1908,6,14,MUJER
1909,1,21,HOMBRE
1910,13,36,HOMBRE
1911,8,16,MUJER
1912,1,15,MUJER
1913,1,13,MUJER
1914,17,48,HOMBRE
1915,3,70,HOMBRE
1916,4,31,HOMBRE
1917,5,15,MUJER
1918,4,20,HOMBRE
1919,9,3,HOMBRE
1920,4,22,MUJER
1921,7,15,MUJER
1922,6,13,MUJER
1923,1,15,MUJER
1924,10,12,MUJER
1925,1,17,HOMBRE
1926,14,14,MUJER
1927,5,17,MUJER
1928,1,25,MUJER
1929,1,33,HOMBRE
1930,4,35,HOMBRE
1931,8,15,HOMBRE
1932,5,15,MUJER
1933,8,17,MUJER
1934,1,20,HOMBRE
1935,8,14,HOMBRE
1936,8,13,MUJER
1937,1,45,HOMBRE
1938,1,16,MUJER
1939,13,16,HOMBRE
1940,2,36,HOMBRE
1941,8,26,HOMBRE
1942,4,27,HOMBRE
1943,11,15,MUJER
1944,5,22,HOMBRE
1945,5,18,MUJER
1946,3,11,HOMBRE
1947,1,37,HOMBRE
1948,4,26,HOMBRE
1949,1,12,MUJER
1950,1,47,HOMBRE
1951,11,15,MUJER
1952,20,19,HOMBRE
1953,11,14,MUJER
1954,3,88,HOMBRE
1955,1,16,HOMBRE
1956,1,15,HOMBRE
1957,1,50,HOMBRE
1958,4,13,MUJER
1959,1,29,HOMBRE
1960,1,16,MUJER
1961,4,14,MUJER
1962,1,13,MUJER
1963,1,43,MUJER
1964,8,22,HOMBRE
1965,5,13,MUJER
1966,10,15,HOMBRE
1967,10,13,MUJER
1968,8,16,MUJER
1969,1,15,MUJER
1970,1,15,MUJER
1971,2,39,HOMBRE
1972,1,16,MUJER
1973,1,14,MUJER
1974,1,23,MUJER
1975,21,17,MUJER
1976,3,51,HOMBRE
1977,19,8,HOMBRE
1978,4,14,MUJER
1979,1,15,MUJER
1980,5,13,MUJER
1981,17,48,HOMBRE
1982,1,14,MUJER
1983,1,15,HOMBRE
1984,5,25,HOMBRE
1985,4,51,HOMBRE
1986,4,38,HOMBRE
1987,13,34,HOMBRE
1988,5,13,MUJER
1989,11,16,HOMBRE
1990,1,15,MUJER
1991,8,27,HOMBRE
1992,1,18,HOMBRE
1993,1,14,HOMBRE
1994,10,12,MUJER
1995,1,29,HOMBRE
1996,8,15,HOMBRE
1997,1,13,MUJER
1998,4,38,MUJER
1999,20,14,MUJER
2000,1,23,MUJER
2001,4,30,HOMBRE
2002,1,10,MUJER
2003,1,22,MUJER
2004,8,18,MUJER
2005,6,45,MUJER
2006,1,45,HOMBRE
2007,5,22,HOMBRE
2008,13,15,HOMBRE
2009,5,16,MUJER
2010,1,53,HOMBRE
2011,1,15,MUJER
2012,5,25,HOMBRE
2013,4,29,HOMBRE
2014,6,13,MUJER
2015,1,50,HOMBRE
2016,1,30,HOMBRE
2017,3,13,MUJER
2018,1,23,HOMBRE
2019,6,16,HOMBRE
2020,8,15,HOMBRE
2021,1,14,MUJER
2022,1,16,MUJER
2023,1,33,HOMBRE
2024,1,14,HOMBRE
2025,7,18,HOMBRE
2026,4,22,HOMBRE
2027,4,24,HOMBRE
2028,4,22,HOMBRE
2029,8,12,MUJER
2030,1,15,MUJER
2031,1,16,MUJER
2032,5,19,HOMBRE
2033,1,35,HOMBRE
2034,1,37,HOMBRE
2035,11,16,MUJER
2036,4,47,HOMBRE
2037,1,15,MUJER
2038,1,14,MUJER
2039,11,15,MUJER
2040,11,15,MUJER
2041,9,23,HOMBRE
2042,1,14,HOMBRE
2043,20,24,HOMBRE
2044,9,17,MUJER
2045,5,13,MUJER
2046,1,14,MUJER
2047,8,13,HOMBRE
2048,5,25,MUJER
2049,17,48,HOMBRE
2050,1,13,MUJER
2051,1,25,MUJER
2052,1,15,HOMBRE
2053,8,12,HOMBRE
2054,5,45,HOMBRE
2055,3,18,HOMBRE
2056,13,14,MUJER
2057,1,49,HOMBRE
2058,5,19,HOMBRE
2059,1,44,HOMBRE
2060,5,15,MUJER
2061,6,55,HOMBRE
2062,8,25,HOMBRE
2063,20,16,MUJER
2064,6,45,HOMBRE
2065,18,34,MUJER
2066,10,15,MUJER
2067,11,43,HOMBRE
2068,19,15,MUJER
2069,8,16,HOMBRE
2070,1,15,MUJER
2071,7,36,HOMBRE
2072,13,16,HOMBRE
2073,13,13,MUJER
2074,11,14,MUJER
2075,2,51,HOMBRE
2076,4,38,HOMBRE
2077,5,13,MUJER
2078,6,13,MUJER
2079,1,53,HOMBRE
2080,1,10,HOMBRE
2081,4,25,HOMBRE
2082,19,19,MUJER
2083,19,14,MUJER
2084,1,59,HOMBRE
2085,22,13,MUJER
2086,4,46,HOMBRE
2087,1,35,HOMBRE
2088,14,34,HOMBRE
2089,2,35,HOMBRE
2090,1,22,HOMBRE
2091,1,9,MUJER
2092,5,15,MUJER
2093,5,5,HOMBRE
2094,21,17,HOMBRE
2095,4,28,HOMBRE
2096,1,39,HOMBRE
2097,1,26,MUJER
2098,1,16,MUJER
2099,1,52,HOMBRE
2100,1,15,MUJER
2101,8,13,HOMBRE
2102,1,11,HOMBRE
2103,1,25,HOMBRE
2104,1,14,HOMBRE
2105,22,16,HOMBRE
2106,1,14,MUJER
2107,11,17,MUJER
2108,1,16,MUJER
2109,5,15,MUJER
2110,4,13,MUJER
2111,21,17,MUJER
2112,1,6,MUJER
2113,13,16,HOMBRE
2114,1,22,MUJER
2115,1,40,HOMBRE
2116,5,58,HOMBRE
2117,1,26,HOMBRE
2118,4,38,HOMBRE
2119,1,14,MUJER
2120,4,21,MUJER
2121,1,38,HOMBRE
2122,1,25,MUJER
2123,4,33,HOMBRE
2124,16,48,HOMBRE
2125,1,14,MUJER
2126,1,15,MUJER
2127,1,69,HOMBRE
2128,10,16,MUJER
2129,1,13,MUJER
2130,1,29,HOMBRE
2131,4,22,HOMBRE
2132,11,43,HOMBRE
2133,1,47,HOMBRE
2134,3,17,HOMBRE
2135,10,15,HOMBRE
2136,1,25,MUJER
2137,4,16,HOMBRE
2138,7,15,MUJER
2139,11,16,MUJER
2140,11,42,HOMBRE
2141,4,37,HOMBRE
2142,1,34,HOMBRE
2143,1,16,MUJER
2144,1,16,MUJER
2145,13,21,HOMBRE
2146,19,25,HOMBRE
2147,1,33,HOMBRE
2148,8,13,MUJER
2149,4,45,HOMBRE
2150,2,27,HOMBRE
2151,13,36,HOMBRE
2152,1,13,MUJER
2153,1,52,HOMBRE
2154,1,17,MUJER
2155,1,7,MUJER
2156,19,10,HOMBRE
2157,10,17,MUJER
2158,1,13,MUJER
2159,20,10,MUJER
2160,5,16,MUJER
2161,1,25,HOMBRE
2162,1,33,HOMBRE
2163,1,16,HOMBRE
2164,13,16,HOMBRE
2165,1,14,MUJER
2166,16,20,HOMBRE
2167,6,13,MUJER
2168,4,47,HOMBRE
2169,1,17,HOMBRE
2170,11,15,MUJER
2171,1,14,MUJER
2172,1,10,HOMBRE
2173,1,30,HOMBRE
2174,1,26,MUJER
2175,1,15,MUJER
2176,10,47,HOMBRE
2177,19,14,MUJER
2178,1,24,HOMBRE
2179,8,15,MUJER
2180,2,39,HOMBRE
2181,1,16,MUJER
2182,4,15,HOMBRE
2183,10,23,HOMBRE
2184,8,22,HOMBRE
2185,1,26,HOMBRE
2186,5,13,MUJER
2187,22,15,HOMBRE
2188,4,28,HOMBRE
2189,5,19,HOMBRE
2190,1,17,MUJER
2191,6,13,MUJER
2192,1,8,MUJER
2193,4,46,HOMBRE
2194,1,15,MUJER
2195,5,15,MUJER
2196,2,33,HOMBRE
2197,4,44,HOMBRE
2198,1,15,MUJER
2199,10,4,HOMBRE
2200,11,14,MUJER
2201,4,32,HOMBRE
2202,6,15,MUJER
2203,1,13,MUJER
2204,1,17,MUJER
2205,1,12,MUJER
2206,1,13,MUJER
2207,1,17,HOMBRE
2208,4,26,HOMBRE
2209,6,13,MUJER
2210,20,15,MUJER
2211,1,13,MUJER
2212,19,14,MUJER
2213,1,13,MUJER
2214,4,13,MUJER
2215,5,16,HOMBRE
2216,1,16,MUJER
2217,11,16,MUJER
2218,3,14,MUJER
2219,13,30,HOMBRE
2220,22,16,HOMBRE
2221,7,15,MUJER
2222,1,17,HOMBRE
2223,9,43,HOMBRE
2224,4,22,HOMBRE
2225,19,7,HOMBRE
2226,4,20,HOMBRE
2227,10,4,HOMBRE
2228,20,22,HOMBRE
2229,10,16,MUJER
2230,19,12,MUJER
2231,6,23,HOMBRE
2232,1,43,MUJER
2233,1,10,HOMBRE
2234,1,16,MUJER
2235,5,35,HOMBRE
2236,4,31,HOMBRE
2237,4,13,MUJER
2238,5,16,MUJER
2239,1,13,MUJER
2240,17,14,MUJER
2241,21,19,MUJER
2242,1,13,MUJER
2243,13,33,HOMBRE
2244,1,52,HOMBRE
2245,17,13,MUJER
2246,17,10,HOMBRE
2247,1,28,HOMBRE
2248,8,15,HOMBRE
2249,1,22,HOMBRE
2250,20,14,MUJER
2251,1,15,MUJER
2252,4,28,MUJER
